Código falta,Descripción falta,Tipo formato,Nivel de gravedad,Año infracción,Año pago,Mes pago,Cant. multas con pagos,Monto emitido,Descuento,Importe pagado,Reincidencia pagada,Monto total pagado
M17,"Cruzar una intersección o girar, estando el semáforo con luz roja y no existiendo la indicación en contrario",Papeleta de Tránsito,M,2022,2026,2,19,10046.859999999999,0.0,10046.859999999999,0.0,10046.859999999999
M17,"Cruzar una intersección o girar, estando el semáforo con luz roja y no existiendo la indicación en contrario",Papeleta de Tránsito,M,2022,2026,3,22,11158.550000000001,0.0,11158.550000000001,0.0,11158.550000000001
M17,"Cruzar una intersección o girar, estando el semáforo con luz roja y no existiendo la indicación en contrario",Papeleta de Tránsito,M,2023,2026,1,56,25802.719999999998,0.0,25802.719999999998,0.0,25802.719999999998
M17,"Cruzar una intersección o girar, estando el semáforo con luz roja y no existiendo la indicación en contrario",Papeleta de Tránsito,M,2023,2026,2,31,13646.640000000001,0.0,13646.640000000001,0.0,13646.640000000001
M17,"Cruzar una intersección o girar, estando el semáforo con luz roja y no existiendo la indicación en contrario",Papeleta de Tránsito,M,2023,2026,3,39,18050.940000000002,0.0,18050.940000000002,0.0,18050.940000000002
M17,"Cruzar una intersección o girar, estando el semáforo con luz roja y no existiendo la indicación en contrario",Papeleta de Tránsito,M,2024,2026,1,224,93753.45,0.0,92308.81,1444.6399999999999,93753.45
M17,"Cruzar una intersección o girar, estando el semáforo con luz roja y no existiendo la indicación en contrario",Papeleta de Tránsito,M,2024,2026,2,187,82690.15000000001,0.0,81809.15000000001,881.0,82690.15000000001
M17,"Cruzar una intersección o girar, estando el semáforo con luz roja y no existiendo la indicación en contrario",Papeleta de Tránsito,M,2024,2026,3,142,56427.45000000002,0.0,56427.45000000002,0.0,56427.45000000002
M17,"Cruzar una intersección o girar, estando el semáforo con luz roja y no existiendo la indicación en contrario",Papeleta de Tránsito,M,2025,2026,1,1013,486213.3299999997,730.4,481583.52999999974,3899.4,485482.92999999976
M17,"Cruzar una intersección o girar, estando el semáforo con luz roja y no existiendo la indicación en contrario",Papeleta de Tránsito,M,2025,2026,2,875,380683.14999999997,0.0,376728.55,3954.6000000000004,380683.14999999997
M17,"Cruzar una intersección o girar, estando el semáforo con luz roja y no existiendo la indicación en contrario",Papeleta de Tránsito,M,2025,2026,3,777,328893.56999999995,0.0,326139.6299999999,2753.94,328893.56999999995
M17,"Cruzar una intersección o girar, estando el semáforo con luz roja y no existiendo la indicación en contrario",Papeleta de Tránsito,M,2026,2026,1,104,68420.0,365.2,68054.8,0.0,68054.8
M17,"Cruzar una intersección o girar, estando el semáforo con luz roja y no existiendo la indicación en contrario",Papeleta de Tránsito,M,2026,2026,2,277,169581.0,1390.3999999999999,168190.59999999998,0.0,168190.59999999998
M17,"Cruzar una intersección o girar, estando el semáforo con luz roja y no existiendo la indicación en contrario",Papeleta de Tránsito,M,2026,2026,3,396,237206.45,730.4,234496.05,1980.0,236476.05
M17,"Cruzar una intersección o girar, estando el semáforo con luz roja y no existiendo la indicación en contrario",Papeleta de Tránsito Electrónica,M,2024,2026,1,6,1933.7,0.0,1933.7,0.0,1933.7
M17,"Cruzar una intersección o girar, estando el semáforo con luz roja y no existiendo la indicación en contrario",Papeleta de Tránsito Electrónica,M,2024,2026,2,9,3023.62,0.0,3023.62,0.0,3023.62
M17,"Cruzar una intersección o girar, estando el semáforo con luz roja y no existiendo la indicación en contrario",Papeleta de Tránsito Electrónica,M,2024,2026,3,9,3369.1499999999996,0.0,3369.1499999999996,0.0,3369.1499999999996
M17,"Cruzar una intersección o girar, estando el semáforo con luz roja y no existiendo la indicación en contrario",Video Papeleta,M,2021,2026,1,1,153.0,0.0,153.0,0.0,153.0
M17,"Cruzar una intersección o girar, estando el semáforo con luz roja y no existiendo la indicación en contrario",Video Papeleta,M,2021,2026,2,1,253.5,0.0,253.5,0.0,253.5
M17,"Cruzar una intersección o girar, estando el semáforo con luz roja y no existiendo la indicación en contrario",Video Papeleta,M,2021,2026,3,1,253.5,0.0,253.5,0.0,253.5
M17,"Cruzar una intersección o girar, estando el semáforo con luz roja y no existiendo la indicación en contrario.",Papeleta de Tránsito,M,2011,2026,2,1,660.0,0.0,660.0,0.0,660.0
M17,"Cruzar una intersección o girar, estando el semáforo con luz roja y no existiendo la indicación en contrario.",Papeleta de Tránsito,M,2012,2026,2,1,660.0,0.0,660.0,0.0,660.0
M17,"Cruzar una intersección o girar, estando el semáforo con luz roja y no existiendo la indicación en contrario.",Papeleta de Tránsito,M,2016,2026,2,1,660.0,0.0,660.0,0.0,660.0
M17,"Cruzar una intersección o girar, estando el semáforo con luz roja y no existiendo la indicación en contrario.",Papeleta de Tránsito,M,2018,2026,2,2,1320.0,0.0,1320.0,0.0,1320.0
M17,"Cruzar una intersección o girar, estando el semáforo con luz roja y no existiendo la indicación en contrario.",Papeleta de Tránsito,M,2018,2026,3,2,1126.53,0.0,1126.53,0.0,1126.53
M17,"Cruzar una intersección o girar, estando el semáforo con luz roja y no existiendo la indicación en contrario.",Papeleta de Tránsito,M,2019,2026,1,5,3300.0,0.0,3300.0,0.0,3300.0
M17,"Cruzar una intersección o girar, estando el semáforo con luz roja y no existiendo la indicación en contrario.",Papeleta de Tránsito,M,2019,2026,3,2,1000.0,0.0,1000.0,0.0,1000.0
M17,"Cruzar una intersección o girar, estando el semáforo con luz roja y no existiendo la indicación en contrario.",Papeleta de Tránsito,M,2020,2026,1,4,1241.25,0.0,1241.25,0.0,1241.25
M17,"Cruzar una intersección o girar, estando el semáforo con luz roja y no existiendo la indicación en contrario.",Papeleta de Tránsito,M,2020,2026,2,5,2650.2,0.0,2650.2,0.0,2650.2
M17,"Cruzar una intersección o girar, estando el semáforo con luz roja y no existiendo la indicación en contrario.",Papeleta de Tránsito,M,2020,2026,3,2,669.4,0.0,669.4,0.0,669.4
M17,"Cruzar una intersección o girar, estando el semáforo con luz roja y no existiendo la indicación en contrario.",Papeleta de Tránsito,M,2021,2026,1,6,3960.0,0.0,3960.0,0.0,3960.0
M17,"Cruzar una intersección o girar, estando el semáforo con luz roja y no existiendo la indicación en contrario.",Papeleta de Tránsito,M,2021,2026,2,3,1980.0,0.0,1980.0,0.0,1980.0
M17,"Cruzar una intersección o girar, estando el semáforo con luz roja y no existiendo la indicación en contrario.",Papeleta de Tránsito,M,2021,2026,3,1,660.0,0.0,660.0,0.0,660.0
M17,"Cruzar una intersección o girar, estando el semáforo con luz roja y no existiendo la indicación en contrario.",Video Papeleta,M,2020,2026,3,1,660.0,0.0,660.0,0.0,660.0
M18,Desobedecer las indicaciones del efectivo de la Policía Nacional del Perú asignado al control del tránsito.,Papeleta de Tránsito,M,2009,2026,1,1,660.0,442.2,217.8,0.0,217.8
M18,Desobedecer las indicaciones del efectivo de la Policía Nacional del Perú asignado al control del tránsito.,Papeleta de Tránsito,M,2010,2026,2,1,660.0,442.2,217.8,0.0,217.8
M18,Desobedecer las indicaciones sobre el tránsito que ordene el efectivo de la Policía Nacional del Perú asignado al control del tránsito.,Papeleta de Tránsito,M,2017,2026,1,1,660.0,442.2,217.8,0.0,217.8
M18,Desobedecer las indicaciones sobre el tránsito que ordene el efectivo de la Policía Nacional del Perú asignado al control del tránsito.,Papeleta de Tránsito,M,2017,2026,3,1,660.0,442.2,217.8,0.0,217.8
M18,Desobedecer las indicaciones sobre el tránsito que ordene el efectivo de la Policía Nacional del Perú asignado al control del tránsito.,Papeleta de Tránsito,M,2018,2026,3,1,660.0,442.2,217.8,0.0,217.8
M18,Desobedecer las indicaciones sobre el tránsito que ordene el efectivo de la Policía Nacional del Perú asignado al control del tránsito.,Papeleta de Tránsito,M,2019,2026,1,2,1320.0,547.8,772.2,0.0,772.2
M18,Desobedecer las indicaciones sobre el tránsito que ordene el efectivo de la Policía Nacional del Perú asignado al control del tránsito.,Papeleta de Tránsito,M,2020,2026,1,4,2034.72,547.8,1486.92,0.0,1486.92
M18,Desobedecer las indicaciones sobre el tránsito que ordene el efectivo de la Policía Nacional del Perú asignado al control del tránsito.,Papeleta de Tránsito,M,2020,2026,2,2,1060.0,0.0,1060.0,0.0,1060.0
M18,Desobedecer las indicaciones sobre el tránsito que ordene el efectivo de la Policía Nacional del Perú asignado al control del tránsito.,Papeleta de Tránsito,M,2020,2026,3,2,1320.0,0.0,1320.0,0.0,1320.0
M18,Desobedecer las indicaciones sobre el tránsito que ordene el efectivo de la Policía Nacional del Perú asignado al control del tránsito.,Papeleta de Tránsito,M,2021,2026,1,4,2128.81,0.0,2128.81,0.0,2128.81
M18,Desobedecer las indicaciones sobre el tránsito que ordene el efectivo de la Policía Nacional del Perú asignado al control del tránsito.,Papeleta de Tránsito,M,2021,2026,2,1,660.0,0.0,660.0,0.0,660.0
M18,Desobedecer las indicaciones sobre el tránsito que ordene el efectivo de la Policía Nacional del Perú asignado al control del tránsito.,Papeleta de Tránsito,M,2021,2026,3,2,1320.0,547.8,772.2,0.0,772.2
M18,Desobedecer las indicaciones sobre el tránsito que ordene el efectivo de la Policía Nacional del Perú asignado al control del tránsito.,Papeleta de Tránsito,M,2022,2026,1,11,6580.6900000000005,2633.3999999999996,3947.29,0.0,3947.29
M18,Desobedecer las indicaciones sobre el tránsito que ordene el efectivo de la Policía Nacional del Perú asignado al control del tránsito.,Papeleta de Tránsito,M,2022,2026,2,4,2210.0,1643.3999999999999,566.6,0.0,566.6
M18,Desobedecer las indicaciones sobre el tránsito que ordene el efectivo de la Policía Nacional del Perú asignado al control del tránsito.,Papeleta de Tránsito,M,2022,2026,3,6,3388.0,547.8,2840.2,0.0,2840.2
M18,Desobedecer las indicaciones sobre el tránsito que ordene el efectivo de la Policía Nacional del Perú asignado al control del tránsito.,Papeleta de Tránsito,M,2023,2026,1,13,7159.009999999999,990.0,6169.009999999999,0.0,6169.009999999999
M18,Desobedecer las indicaciones sobre el tránsito que ordene el efectivo de la Policía Nacional del Perú asignado al control del tránsito.,Papeleta de Tránsito,M,2023,2026,2,16,9583.0,547.8,9035.2,0.0,9035.2
M18,Desobedecer las indicaciones sobre el tránsito que ordene el efectivo de la Policía Nacional del Perú asignado al control del tránsito.,Papeleta de Tránsito,M,2023,2026,3,7,3589.63,442.2,3147.4300000000003,0.0,3147.4300000000003
M18,Desobedecer las indicaciones sobre el tránsito que ordene el efectivo de la Policía Nacional del Perú asignado al control del tránsito.,Papeleta de Tránsito,M,2024,2026,1,69,29460.19,3834.6000000000004,24528.730000000003,1096.86,25625.59
M18,Desobedecer las indicaciones sobre el tránsito que ordene el efectivo de la Policía Nacional del Perú asignado al control del tránsito.,Papeleta de Tránsito,M,2024,2026,2,55,22921.09,1643.3999999999999,21277.690000000002,0.0,21277.690000000002
M18,Desobedecer las indicaciones sobre el tránsito que ordene el efectivo de la Policía Nacional del Perú asignado al control del tránsito.,Papeleta de Tránsito,M,2024,2026,3,54,26893.129999999997,2739.0,24041.93,112.2,24154.13
M18,Desobedecer las indicaciones sobre el tránsito que ordene el efectivo de la Policía Nacional del Perú asignado al control del tránsito.,Papeleta de Tránsito,M,2025,2026,1,174,91807.5,26460.54,64251.09999999999,1095.8600000000001,65346.95999999999
M18,Desobedecer las indicaciones sobre el tránsito que ordene el efectivo de la Policía Nacional del Perú asignado al control del tránsito.,Papeleta de Tránsito,M,2025,2026,2,149,75467.04999999999,18235.8,55493.74999999999,1737.5,57231.24999999999
M18,Desobedecer las indicaciones sobre el tránsito que ordene el efectivo de la Policía Nacional del Perú asignado al control del tránsito.,Papeleta de Tránsito,M,2025,2026,3,110,46424.34000000001,1432.1999999999998,43672.14,1320.0,44992.14
M18,Desobedecer las indicaciones sobre el tránsito que ordene el efectivo de la Policía Nacional del Perú asignado al control del tránsito.,Papeleta de Tránsito,M,2026,2026,1,124,83160.0,68389.20000000001,14546.400000000001,224.4,14770.800000000001
M18,Desobedecer las indicaciones sobre el tránsito que ordene el efectivo de la Policía Nacional del Perú asignado al control del tránsito.,Papeleta de Tránsito,M,2026,2026,2,172,114105.2,89841.39999999998,24114.199999999997,149.6,24263.799999999992
M18,Desobedecer las indicaciones sobre el tránsito que ordene el efectivo de la Policía Nacional del Perú asignado al control del tránsito.,Papeleta de Tránsito,M,2026,2026,3,196,130940.0,101580.59999999999,28811.600000000002,547.8000000000001,29359.4
M19,Conducir vehículos sin cumplir con las restricciones que consigna la Licencia de Conducir.,Papeleta de Tránsito,M,2022,2026,3,1,660.0,0.0,660.0,0.0,660.0
M19,Conducir vehículos sin cumplir con las restricciones que consigna la Licencia de Conducir.,Papeleta de Tránsito,M,2023,2026,1,4,1267.93,0.0,1267.93,0.0,1267.93
M19,Conducir vehículos sin cumplir con las restricciones que consigna la Licencia de Conducir.,Papeleta de Tránsito,M,2023,2026,2,2,839.54,0.0,839.54,0.0,839.54
M19,Conducir vehículos sin cumplir con las restricciones que consigna la Licencia de Conducir.,Papeleta de Tránsito,M,2023,2026,3,3,1499.53,442.2,1057.33,0.0,1057.33
M19,Conducir vehículos sin cumplir con las restricciones que consigna la Licencia de Conducir.,Papeleta de Tránsito,M,2024,2026,1,16,4200.429999999999,547.8,3652.6299999999997,0.0,3652.6299999999997
M19,Conducir vehículos sin cumplir con las restricciones que consigna la Licencia de Conducir.,Papeleta de Tránsito,M,2024,2026,2,12,4684.21,0.0,4684.21,0.0,4684.21
M19,Conducir vehículos sin cumplir con las restricciones que consigna la Licencia de Conducir.,Papeleta de Tránsito,M,2024,2026,3,11,3429.5,547.8,2881.7,0.0,2881.7
M19,Conducir vehículos sin cumplir con las restricciones que consigna la Licencia de Conducir.,Papeleta de Tránsito,M,2025,2026,1,49,21368.640000000003,4633.2,16735.440000000002,0.0,16735.440000000002
M19,Conducir vehículos sin cumplir con las restricciones que consigna la Licencia de Conducir.,Papeleta de Tránsito,M,2025,2026,2,42,15788.739999999998,2758.7999999999997,13029.939999999999,0.0,13029.939999999999
M19,Conducir vehículos sin cumplir con las restricciones que consigna la Licencia de Conducir.,Papeleta de Tránsito,M,2025,2026,3,29,11805.7,547.8,10597.9,660.0,11257.899999999998
M19,Conducir vehículos sin cumplir con las restricciones que consigna la Licencia de Conducir.,Papeleta de Tránsito,M,2026,2026,1,14,9900.0,8111.4,1676.4,112.2,1788.6000000000001
M19,Conducir vehículos sin cumplir con las restricciones que consigna la Licencia de Conducir.,Papeleta de Tránsito,M,2026,2026,2,34,22440.0,17569.2,4870.799999999999,0.0,4870.799999999999
M19,Conducir vehículos sin cumplir con las restricciones que consigna la Licencia de Conducir.,Papeleta de Tránsito,M,2026,2026,3,42,27720.0,21509.399999999998,6210.599999999999,0.0,6210.599999999999
M20,No respetar los límites máximo o mínimo de velocidad establecidos.,Papeleta Electrónica,M,2011,2026,2,1,318.6,0.0,318.6,0.0,318.6
M20,No respetar los límites máximo o mínimo de velocidad establecidos.,Papeleta Electrónica,M,2012,2026,2,2,1320.0,0.0,1320.0,0.0,1320.0
M20,No respetar los límites máximo o mínimo de velocidad establecidos.,Papeleta Electrónica,M,2012,2026,3,3,1980.0,0.0,1980.0,0.0,1980.0
M20,No respetar los límites máximo o mínimo de velocidad establecidos.,Papeleta Electrónica,M,2013,2026,1,4,2062.6,0.0,2062.6,0.0,2062.6
M20,No respetar los límites máximo o mínimo de velocidad establecidos.,Papeleta Electrónica,M,2013,2026,2,1,660.0,0.0,660.0,0.0,660.0
M20,No respetar los límites máximo o mínimo de velocidad establecidos.,Papeleta Electrónica,M,2013,2026,3,1,660.0,0.0,660.0,0.0,660.0
M20,No respetar los límites máximo o mínimo de velocidad establecidos.,Papeleta Electrónica,M,2014,2026,1,1,660.0,0.0,660.0,0.0,660.0
M20,No respetar los límites máximo o mínimo de velocidad establecidos.,Papeleta Electrónica,M,2017,2026,1,2,1980.0,0.0,1980.0,0.0,1980.0
M20,No respetar los límites máximo o mínimo de velocidad establecidos.,Papeleta Electrónica,M,2017,2026,2,2,1689.4,0.0,1689.4,0.0,1689.4
M20,No respetar los límites máximo o mínimo de velocidad establecidos.,Papeleta Electrónica,M,2018,2026,1,1,990.0,0.0,990.0,0.0,990.0
M20,No respetar los límites máximo o mínimo de velocidad establecidos.,Papeleta Electrónica,M,2018,2026,2,4,3498.2,0.0,3498.2,0.0,3498.2
M20,No respetar los límites máximo o mínimo de velocidad establecidos.,Papeleta Electrónica,M,2018,2026,3,1,258.02,0.0,258.02,0.0,258.02
M20,No respetar los límites máximo o mínimo de velocidad establecidos.,Papeleta Electrónica,M,2019,2026,1,6,5040.32,0.0,5040.32,0.0,5040.32
M20,No respetar los límites máximo o mínimo de velocidad establecidos.,Papeleta Electrónica,M,2019,2026,2,3,340.15,0.0,340.15,0.0,340.15
M20,No respetar los límites máximo o mínimo de velocidad establecidos.,Papeleta Electrónica,M,2019,2026,3,5,4874.4,0.0,4874.4,0.0,4874.4
M20,No respetar los límites máximo o mínimo de velocidad establecidos.,Papeleta Electrónica,M,2020,2026,1,3,2062.55,0.0,2062.55,0.0,2062.55
M20,No respetar los límites máximo o mínimo de velocidad establecidos.,Papeleta Electrónica,M,2020,2026,2,2,686.4,0.0,686.4,0.0,686.4
M20,No respetar los límites máximo o mínimo de velocidad establecidos.,Papeleta Electrónica,M,2020,2026,3,4,2917.9900000000002,0.0,2917.9900000000002,0.0,2917.9900000000002
M20,No respetar los límites máximo o mínimo de velocidad establecidos.,Papeleta Electrónica,M,2021,2026,1,12,4874.43,0.0,4874.43,0.0,4874.43
M20,No respetar los límites máximo o mínimo de velocidad establecidos.,Papeleta Electrónica,M,2021,2026,2,12,6096.82,0.0,6096.82,0.0,6096.82
M20,No respetar los límites máximo o mínimo de velocidad establecidos.,Papeleta Electrónica,M,2021,2026,3,8,5785.599999999999,0.0,4795.6,990.0,5785.599999999999
M20,No respetar los límites máximo o mínimo de velocidad establecidos.,Papeleta Electrónica,M,2022,2026,2,1,990.0,0.0,990.0,0.0,990.0
M20a,"No respetar el  límite máximo o minino de velocidad establecido, de acuerdo a los siguientes supuestos: - a) Superar el límite máximo establecido hasta en 10 km/h adicionales",Papeleta Cámara,M,2025,2026,1,2092,1658606.0899999996,0.0,1642714.0899999996,15892.0,1658606.0899999996
M20a,"No respetar el  límite máximo o minino de velocidad establecido, de acuerdo a los siguientes supuestos: - a) Superar el límite máximo establecido hasta en 10 km/h adicionales",Papeleta Cámara,M,2025,2026,2,2065,1433475.4900000002,0.0,1421832.56,11642.93,1433475.4900000002
M20a,"No respetar el  límite máximo o minino de velocidad establecido, de acuerdo a los siguientes supuestos: - a) Superar el límite máximo establecido hasta en 10 km/h adicionales",Papeleta Cámara,M,2025,2026,3,2126,1292099.9099999997,0.0,1277957.9899999998,14141.92,1292099.9099999997
M20a,"No respetar el  límite máximo o minino de velocidad establecido, de acuerdo a los siguientes supuestos: - a) Superar el límite máximo establecido hasta en 10 km/h adicionales",Papeleta Cámara,M,2026,2026,2,2,1980.0,0.0,1980.0,0.0,1980.0
M20a,"No respetar el  límite máximo o minino de velocidad establecido, de acuerdo a los siguientes supuestos: - a) Superar el límite máximo establecido hasta en 10 km/h adicionales",Papeleta Cámara,M,2026,2026,3,9,6956.0,0.0,6956.0,0.0,6956.0
M20a,"No respetar el  límite máximo o minino de velocidad establecido, de acuerdo a los siguientes supuestos: - a) Superar el límite máximo establecido hasta en 10 km/h adicionales",Papeleta Electrónica,M,2022,2026,1,29,20644.410000000003,0.0,18664.410000000003,1980.0,20644.410000000003
M20a,"No respetar el  límite máximo o minino de velocidad establecido, de acuerdo a los siguientes supuestos: - a) Superar el límite máximo establecido hasta en 10 km/h adicionales",Papeleta Electrónica,M,2022,2026,2,13,6100.349999999999,0.0,6100.349999999999,0.0,6100.349999999999
M20a,"No respetar el  límite máximo o minino de velocidad establecido, de acuerdo a los siguientes supuestos: - a) Superar el límite máximo establecido hasta en 10 km/h adicionales",Papeleta Electrónica,M,2022,2026,3,26,12286.78,0.0,12286.78,0.0,12286.78
M20a,"No respetar el  límite máximo o minino de velocidad establecido, de acuerdo a los siguientes supuestos: - a) Superar el límite máximo establecido hasta en 10 km/h adicionales",Papeleta Electrónica,M,2023,2026,1,171,96052.90000000002,0.0,91604.99000000002,4447.91,96052.90000000002
M20a,"No respetar el  límite máximo o minino de velocidad establecido, de acuerdo a los siguientes supuestos: - a) Superar el límite máximo establecido hasta en 10 km/h adicionales",Papeleta Electrónica,M,2023,2026,2,110,63505.37000000001,0.0,62041.99000000001,1463.38,63505.37000000001
M20a,"No respetar el  límite máximo o minino de velocidad establecido, de acuerdo a los siguientes supuestos: - a) Superar el límite máximo establecido hasta en 10 km/h adicionales",Papeleta Electrónica,M,2023,2026,3,112,65779.93999999999,0.0,63508.34,2271.6,65779.93999999999
M20a,"No respetar el  límite máximo o minino de velocidad establecido, de acuerdo a los siguientes supuestos: - a) Superar el límite máximo establecido hasta en 10 km/h adicionales",Papeleta Electrónica,M,2024,2026,1,62,30974.13,0.0,30974.13,0.0,30974.13
M20a,"No respetar el  límite máximo o minino de velocidad establecido, de acuerdo a los siguientes supuestos: - a) Superar el límite máximo establecido hasta en 10 km/h adicionales",Papeleta Electrónica,M,2024,2026,2,53,24164.99,0.0,24113.610000000004,51.38,24164.99
M20a,"No respetar el  límite máximo o minino de velocidad establecido, de acuerdo a los siguientes supuestos: - a) Superar el límite máximo establecido hasta en 10 km/h adicionales",Papeleta Electrónica,M,2024,2026,3,45,24110.87,0.0,23556.87,554.0,24110.87
M20a,"No respetar el  límite máximo o minino de velocidad establecido, de acuerdo a los siguientes supuestos: - a) Superar el límite máximo establecido hasta en 10 km/h adicionales",Papeleta Electrónica,M,2025,2026,1,1121,678930.7100000001,0.0,676533.2100000001,2397.5,678930.7100000001
M20a,"No respetar el  límite máximo o minino de velocidad establecido, de acuerdo a los siguientes supuestos: - a) Superar el límite máximo establecido hasta en 10 km/h adicionales",Papeleta Electrónica,M,2025,2026,2,1362,925325.8499999999,0.0,919385.8500000001,5940.0,925325.8499999999
M20a,"No respetar el  límite máximo o minino de velocidad establecido, de acuerdo a los siguientes supuestos: - a) Superar el límite máximo establecido hasta en 10 km/h adicionales",Papeleta Electrónica,M,2025,2026,3,1152,710281.7800000004,0.0,708181.5200000004,2100.26,710281.7800000004
M20a,"No respetar el  límite máximo o minino de velocidad establecido, de acuerdo a los siguientes supuestos: - a) Superar el límite máximo establecido hasta en 10 km/h adicionales",Papeleta Electrónica GMU,M,2024,2026,1,200,105307.06999999999,0.0,105307.06999999999,0.0,105307.06999999999
M20a,"No respetar el  límite máximo o minino de velocidad establecido, de acuerdo a los siguientes supuestos: - a) Superar el límite máximo establecido hasta en 10 km/h adicionales",Papeleta Electrónica GMU,M,2024,2026,2,138,68105.24,0.0,68105.24,0.0,68105.24
M20a,"No respetar el  límite máximo o minino de velocidad establecido, de acuerdo a los siguientes supuestos: - a) Superar el límite máximo establecido hasta en 10 km/h adicionales",Papeleta Electrónica GMU,M,2024,2026,3,89,32468.460000000003,0.0,32468.460000000003,0.0,32468.460000000003
M20a,"No respetar el  límite máximo o minino de velocidad establecido, de acuerdo a los siguientes supuestos: - a) Superar el límite máximo establecido hasta en 10 km/h adicionales",Papeleta Electrónica GMU,M,2025,2026,1,206,95097.82,0.0,95097.82,0.0,95097.82
M20a,"No respetar el  límite máximo o minino de velocidad establecido, de acuerdo a los siguientes supuestos: - a) Superar el límite máximo establecido hasta en 10 km/h adicionales",Papeleta Electrónica GMU,M,2025,2026,2,197,106719.16999999997,0.0,106719.16999999997,0.0,106719.16999999997
M20a,"No respetar el  límite máximo o minino de velocidad establecido, de acuerdo a los siguientes supuestos: - a) Superar el límite máximo establecido hasta en 10 km/h adicionales",Papeleta Electrónica GMU,M,2025,2026,3,136,59080.11000000001,0.0,59080.11000000001,0.0,59080.11000000001
M20b,"No respetar el  límite máximo o minino de velocidad establecido, de acuerdo a los siguientes supuestos: - b) Superar el límite máximo establecido en más de 10 km/h hasta en 30 km/h adicionales",Papeleta Cámara,M,2025,2026,1,2283,2222632.43,0.0,2188599.58,34032.850000000006,2222632.43
M20b,"No respetar el  límite máximo o minino de velocidad establecido, de acuerdo a los siguientes supuestos: - b) Superar el límite máximo establecido en más de 10 km/h hasta en 30 km/h adicionales",Papeleta Cámara,M,2025,2026,2,2272,1892322.6200000003,0.0,1866348.6200000003,25974.0,1892322.6200000003
M20b,"No respetar el  límite máximo o minino de velocidad establecido, de acuerdo a los siguientes supuestos: - b) Superar el límite máximo establecido en más de 10 km/h hasta en 30 km/h adicionales",Papeleta Cámara,M,2025,2026,3,2438,1791452.2200000002,0.0,1762868.2100000002,28584.01,1791452.2200000002
M20b,"No respetar el  límite máximo o minino de velocidad establecido, de acuerdo a los siguientes supuestos: - b) Superar el límite máximo establecido en más de 10 km/h hasta en 30 km/h adicionales",Papeleta Cámara,M,2026,2026,2,4,5280.0,0.0,5280.0,0.0,5280.0
M20b,"No respetar el  límite máximo o minino de velocidad establecido, de acuerdo a los siguientes supuestos: - b) Superar el límite máximo establecido en más de 10 km/h hasta en 30 km/h adicionales",Papeleta Cámara,M,2026,2026,3,4,5280.0,0.0,5280.0,0.0,5280.0
M20b,"No respetar el  límite máximo o minino de velocidad establecido, de acuerdo a los siguientes supuestos: - b) Superar el límite máximo establecido en más de 10 km/h hasta en 30 km/h adicionales",Papeleta Electrónica,M,2022,2026,1,29,27356.53,0.0,26048.469999999998,1308.06,27356.53
M20b,"No respetar el  límite máximo o minino de velocidad establecido, de acuerdo a los siguientes supuestos: - b) Superar el límite máximo establecido en más de 10 km/h hasta en 30 km/h adicionales",Papeleta Electrónica,M,2022,2026,2,26,17958.57,0.0,17002.340000000004,956.23,17958.57
M20b,"No respetar el  límite máximo o minino de velocidad establecido, de acuerdo a los siguientes supuestos: - b) Superar el límite máximo establecido en más de 10 km/h hasta en 30 km/h adicionales",Papeleta Electrónica,M,2022,2026,3,20,14335.850000000002,0.0,14296.680000000002,39.17,14335.850000000002
M20b,"No respetar el  límite máximo o minino de velocidad establecido, de acuerdo a los siguientes supuestos: - b) Superar el límite máximo establecido en más de 10 km/h hasta en 30 km/h adicionales",Papeleta Electrónica,M,2023,2026,1,157,115973.4,0.0,104126.38,11847.02,115973.4
M20b,"No respetar el  límite máximo o minino de velocidad establecido, de acuerdo a los siguientes supuestos: - b) Superar el límite máximo establecido en más de 10 km/h hasta en 30 km/h adicionales",Papeleta Electrónica,M,2023,2026,2,133,99818.61999999997,0.0,92304.14999999997,7514.469999999999,99818.61999999997
M20b,"No respetar el  límite máximo o minino de velocidad establecido, de acuerdo a los siguientes supuestos: - b) Superar el límite máximo establecido en más de 10 km/h hasta en 30 km/h adicionales",Papeleta Electrónica,M,2023,2026,3,99,69437.57999999999,0.0,63734.87999999999,5702.7,69437.57999999999
M20b,"No respetar el  límite máximo o minino de velocidad establecido, de acuerdo a los siguientes supuestos: - b) Superar el límite máximo establecido en más de 10 km/h hasta en 30 km/h adicionales",Papeleta Electrónica,M,2024,2026,1,74,38357.63,0.0,37884.39,473.24,38357.63
M20b,"No respetar el  límite máximo o minino de velocidad establecido, de acuerdo a los siguientes supuestos: - b) Superar el límite máximo establecido en más de 10 km/h hasta en 30 km/h adicionales",Papeleta Electrónica,M,2024,2026,2,48,29383.350000000002,0.0,29377.110000000004,6.24,29383.350000000002
M20b,"No respetar el  límite máximo o minino de velocidad establecido, de acuerdo a los siguientes supuestos: - b) Superar el límite máximo establecido en más de 10 km/h hasta en 30 km/h adicionales",Papeleta Electrónica,M,2024,2026,3,45,30475.929999999997,0.0,30285.51,190.42,30475.929999999997
M20b,"No respetar el  límite máximo o minino de velocidad establecido, de acuerdo a los siguientes supuestos: - b) Superar el límite máximo establecido en más de 10 km/h hasta en 30 km/h adicionales",Papeleta Electrónica,M,2025,2026,1,941,734997.8200000001,0.0,730449.42,4548.4,734997.8200000001
