Código falta,Descripción falta,Tipo formato,Nivel de gravedad,Año infracción,Año pago,Mes pago,Cant. multas con pagos,Monto emitido,Descuento,Importe pagado,Reincidencia pagada,Monto total pagado
A01,"Cruzar la calzada sin respetar las normas de tránsito o hacerlo de manera intempestiva o temerariamente encontrándose en estado de ebriedad superior a 0,50 grs/lt o bajo los efectos de estupefacientes, narcóticos y/o alucinógenos, comprobado con el examen respectivo o por negarse al mismo.",Papeleta inf. y educativa peatonal-cicli./cond.VMP,M,2026,2026,2,1,165.0,136.95,28.05,0.0,28.05
A02,"Cruzar de manera intempestiva o temerariamente la calzada, sin respetar las normas tránsito.",Papeleta Peatonal,M,2010,2026,2,3,330.0,73.7,256.3,0.0,256.3
A02,"Cruzar de manera intempestiva o temerariamente la calzada, sin respetar las normas tránsito.",Papeleta Peatonal,M,2010,2026,3,3,330.0,147.4,182.60000000000002,0.0,182.60000000000002
A02,"Cruzar de manera intempestiva o temerariamente la calzada, sin respetar las normas tránsito.",Papeleta Peatonal,M,2011,2026,2,2,220.0,147.4,72.6,0.0,72.6
A02,"Cruzar de manera intempestiva o temerariamente la calzada, sin respetar las normas tránsito.",Papeleta Peatonal,M,2012,2026,1,1,110.0,73.7,36.3,0.0,36.3
A02,"Cruzar de manera intempestiva o temerariamente la calzada, sin respetar las normas tránsito.",Papeleta Peatonal,M,2012,2026,2,1,110.0,73.7,36.3,0.0,36.3
A02,"Cruzar de manera intempestiva o temerariamente la calzada, sin respetar las normas tránsito.",Papeleta Peatonal,M,2012,2026,3,1,110.0,73.7,36.3,0.0,36.3
A02,"Cruzar de manera intempestiva o temerariamente la calzada, sin respetar las normas tránsito.",Papeleta Peatonal,M,2014,2026,2,1,110.0,73.7,36.3,0.0,36.3
A02,"No hacer señales, ni tomar las precauciones para girar, voltear en U, pasar de un carril de la calzada a otro o detener el vehículo.",Papeleta de Tránsito,G,2004,2026,1,1,109.0,0.0,109.0,0.0,109.0
A02,"No hacer señales, ni tomar las precauciones para girar, voltear en U, pasar de un carril de la calzada a otro o detener el vehículo.",Papeleta de Tránsito,G,2005,2026,1,1,110.0,0.0,110.0,0.0,110.0
A02,"No hacer señales, ni tomar las precauciones para girar, voltear en U, pasar de un carril de la calzada a otro o detener el vehículo.",Papeleta de Tránsito,G,2006,2026,1,1,110.0,0.0,110.0,0.0,110.0
A02,"No hacer señales, ni tomar las precauciones para girar, voltear en U, pasar de un carril de la calzada a otro o detener el vehículo.",Papeleta de Tránsito,G,2006,2026,2,3,330.0,0.0,330.0,0.0,330.0
A02,"No hacer señales, ni tomar las precauciones para girar, voltear en U, pasar de un carril de la calzada a otro o detener el vehículo.",Papeleta de Tránsito,G,2006,2026,3,1,110.0,0.0,110.0,0.0,110.0
A03,"Cruzar la calzada sin utilizar los puentes peatonales o cruces subterráneos, en vías de trásito rápido y/o de acceso restringido.",Papeleta Peatonal,M,2011,2026,1,2,220.0,147.4,72.6,0.0,72.6
A03,"Cruzar la calzada sin utilizar los puentes peatonales o cruces subterráneos, en vías de trásito rápido y/o de acceso restringido.",Papeleta Peatonal,M,2011,2026,2,1,110.0,73.7,36.3,0.0,36.3
A03,"Cruzar la calzada sin utilizar los puentes peatonales o cruces subterráneos, en vías de trásito rápido y/o de acceso restringido.",Papeleta Peatonal,M,2011,2026,3,1,110.0,73.7,36.3,0.0,36.3
A03,"Cruzar la calzada sin utilizar los puentes peatonales o cruces subterráneos, en vías de trásito rápido y/o de acceso restringido.",Papeleta Peatonal,M,2015,2026,3,1,110.0,73.7,36.3,0.0,36.3
A05,No respetar las señales que rigen el tránsito o desobeder las indicaciones del efectivo de la Policia Nacional del Perú asignado al control del tránsito.,Papeleta Peatonal,M,2010,2026,1,1,110.0,0.0,110.0,0.0,110.0
A05,No respetar las señales que rigen el tránsito o desobeder las indicaciones del efectivo de la Policia Nacional del Perú asignado al control del tránsito.,Papeleta Peatonal,M,2011,2026,1,1,110.0,0.0,110.0,0.0,110.0
A07,No detenerse antes de la línea de parada o antes de las áreas de intersección de calzadas,Papeleta de Tránsito,G,2005,2026,2,1,110.0,0.0,110.0,0.0,110.0
A07,No detenerse antes de la línea de parada o antes de las áreas de intersección de calzadas,Papeleta de Tránsito,G,2006,2026,2,1,110.0,0.0,110.0,0.0,110.0
A07,No detenerse antes de la línea de parada o antes de las áreas de intersección de calzadas,Papeleta de Tránsito,G,2007,2026,2,1,110.0,0.0,110.0,0.0,110.0
A08,No mantener la distancia razonable y prudente detrás de otro vehículo tanto en su desplazamiento como cuando se detiene.,Papeleta de Tránsito,G,2007,2026,2,1,110.0,0.0,110.0,0.0,110.0
A09,No ceder el paso a otros vehículos que tienen preferencia,Papeleta de Tránsito,G,2003,2026,2,1,109.0,0.0,109.0,0.0,109.0
A09,No ceder el paso a otros vehículos que tienen preferencia,Papeleta de Tránsito,G,2004,2026,1,1,109.0,0.0,109.0,0.0,109.0
A11,No ubicar el vehículo con la debida anticipación en el carril donde va efectuar el giro o volteo,Papeleta de Tránsito,L,2003,2026,1,1,54.5,0.0,54.5,0.0,54.5
A11,No ubicar el vehículo con la debida anticipación en el carril donde va efectuar el giro o volteo,Papeleta de Tránsito,L,2003,2026,2,1,54.5,0.0,54.5,0.0,54.5
A11,No ubicar el vehículo con la debida anticipación en el carril donde va efectuar el giro o volteo,Papeleta de Tránsito,L,2003,2026,3,1,54.5,0.0,54.5,0.0,54.5
A11,No ubicar el vehículo con la debida anticipación en el carril donde va efectuar el giro o volteo,Papeleta de Tránsito,L,2005,2026,1,2,110.0,0.0,110.0,0.0,110.0
A11,No ubicar el vehículo con la debida anticipación en el carril donde va efectuar el giro o volteo,Papeleta de Tránsito,L,2005,2026,2,1,110.0,0.0,55.0,55.0,110.0
A11,No ubicar el vehículo con la debida anticipación en el carril donde va efectuar el giro o volteo,Papeleta de Tránsito,L,2005,2026,3,2,165.0,0.0,110.0,55.0,165.0
A11,No ubicar el vehículo con la debida anticipación en el carril donde va efectuar el giro o volteo,Papeleta de Tránsito,L,2008,2026,1,1,55.0,0.0,55.0,0.0,55.0
A11,No ubicar el vehículo con la debida anticipación en el carril donde va efectuar el giro o volteo,Papeleta de Tránsito,L,2008,2026,2,1,55.0,0.0,55.0,0.0,55.0
A11,No ubicar el vehículo con la debida anticipación en el carril donde va efectuar el giro o volteo,Papeleta de Tránsito,L,2009,2026,1,2,110.0,0.0,110.0,0.0,110.0
A12,No conservar su derecha a transitar,Papeleta de Tránsito,L,2003,2026,2,1,54.5,0.0,54.5,0.0,54.5
A12,No conservar su derecha a transitar,Papeleta de Tránsito,L,2003,2026,3,2,109.0,0.0,109.0,0.0,109.0
A12,No conservar su derecha a transitar,Papeleta de Tránsito,L,2004,2026,1,3,163.5,0.0,109.0,54.5,163.5
A12,No conservar su derecha a transitar,Papeleta de Tránsito,L,2004,2026,2,1,54.5,0.0,54.5,0.0,54.5
A12,No conservar su derecha a transitar,Papeleta de Tránsito,L,2004,2026,3,1,54.5,0.0,54.5,0.0,54.5
A12,No conservar su derecha a transitar,Papeleta de Tránsito,L,2005,2026,2,2,110.0,0.0,110.0,0.0,110.0
A12,No conservar su derecha a transitar,Papeleta de Tránsito,L,2006,2026,1,2,110.0,0.0,110.0,0.0,110.0
A12,No conservar su derecha a transitar,Papeleta de Tránsito,L,2006,2026,2,3,165.0,0.0,165.0,0.0,165.0
A12,No conservar su derecha a transitar,Papeleta de Tránsito,L,2006,2026,3,2,165.0,0.0,110.0,55.0,165.0
A12,No conservar su derecha a transitar,Papeleta de Tránsito,L,2007,2026,3,2,110.0,0.0,110.0,0.0,110.0
A12,No conservar su derecha a transitar,Papeleta de Tránsito,L,2008,2026,1,1,55.0,0.0,55.0,0.0,55.0
A12,No conservar su derecha a transitar,Papeleta de Tránsito,L,2008,2026,3,1,55.0,0.0,55.0,0.0,55.0
A12,No conservar su derecha a transitar,Papeleta de Tránsito,L,2009,2026,2,1,55.0,0.0,55.0,0.0,55.0
A12,No conservar su derecha a transitar,Papeleta de Tránsito,L,2009,2026,3,1,55.0,0.0,55.0,0.0,55.0
A14,No conducir por el carril de extremo derecho de la calzada un vehículo del servicio público de transporte pasajeros o de carga o de desplazamiento lento o un vehículo automotor menor.,Papeleta de Tránsito,G,2004,2026,2,1,109.0,0.0,109.0,0.0,109.0
A16,Utilizar el carril del giro a la izquierda para continuar la marcha en cualquier dirección que no sea la específicamente señalada.,Papeleta de Tránsito,L,2004,2026,2,2,109.0,0.0,109.0,0.0,109.0
A16,Utilizar el carril del giro a la izquierda para continuar la marcha en cualquier dirección que no sea la específicamente señalada.,Papeleta de Tránsito,L,2008,2026,3,1,55.0,0.0,55.0,0.0,55.0
B02,"Cruzar una intersección o girar, estando el semáforo con luz roja y no existiendo la indicación en contrario.",Papeleta de Tránsito,M,2004,2026,3,1,218.0,0.0,218.0,0.0,218.0
B02,"Cruzar una intersección o girar, estando el semáforo con luz roja y no existiendo la indicación en contrario.",Papeleta de Tránsito,M,2008,2026,1,1,220.0,0.0,220.0,0.0,220.0
B02,Subir o bajar de los vehículos en movimiento.,Papeleta inf. y educativa peatonal-cicli./cond.VMP,G,2024,2026,3,1,41.26,27.64,13.62,0.0,13.62
B05,Incumplir las disposiciones sobre el uso de las vías de tránsito rápido y/o de acceso restringido.,Papeleta de Tránsito,G,2004,2026,1,2,218.0,0.0,218.0,0.0,218.0
B05,Incumplir las disposiciones sobre el uso de las vías de tránsito rápido y/o de acceso restringido.,Papeleta de Tránsito,G,2004,2026,2,1,109.0,0.0,109.0,0.0,109.0
B05,Incumplir las disposiciones sobre el uso de las vías de tránsito rápido y/o de acceso restringido.,Papeleta de Tránsito,G,2005,2026,3,1,110.0,0.0,110.0,0.0,110.0
B05,Incumplir las disposiciones sobre el uso de las vías de tránsito rápido y/o de acceso restringido.,Papeleta de Tránsito,G,2006,2026,2,1,110.0,0.0,110.0,0.0,110.0
B05,Incumplir las disposiciones sobre el uso de las vías de tránsito rápido y/o de acceso restringido.,Papeleta de Tránsito,G,2009,2026,1,1,110.0,0.0,110.0,0.0,110.0
B05,Incumplir las disposiciones sobre el uso de las vías de tránsito rápido y/o de acceso restringido.,Papeleta de Tránsito,G,2009,2026,3,1,110.0,0.0,110.0,0.0,110.0
C01,"Conducir en estado de ebriedad o bajo los efectos de estupefacientes, narcóticos y/o alucinógenos comprobado con el examen respectivo o por negarse al mismo.",Papeleta de Tránsito,M,2004,2026,3,1,218.0,0.0,218.0,0.0,218.0
C01,Transitar cerca al sardinel o al borde de la calzada.,Papeleta inf. y educativa peatonal-cicli./cond.VMP,L,2024,2026,1,6,165.0,110.58,54.42,0.0,54.42
C01,Transitar cerca al sardinel o al borde de la calzada.,Papeleta inf. y educativa peatonal-cicli./cond.VMP,L,2024,2026,2,8,247.5,165.87,72.56,9.07,81.63
C01,Transitar cerca al sardinel o al borde de la calzada.,Papeleta inf. y educativa peatonal-cicli./cond.VMP,L,2025,2026,1,16,440.0,303.67999999999995,136.32,0.0,136.32
C01,Transitar cerca al sardinel o al borde de la calzada.,Papeleta inf. y educativa peatonal-cicli./cond.VMP,L,2025,2026,2,34,989.25,662.97,299.31,26.97,326.28
C01,Transitar cerca al sardinel o al borde de la calzada.,Papeleta inf. y educativa peatonal-cicli./cond.VMP,L,2025,2026,3,21,576.75,386.52,181.39999999999998,8.83,190.23000000000002
C01,Transitar cerca al sardinel o al borde de la calzada.,Papeleta inf. y educativa peatonal-cicli./cond.VMP,L,2026,2026,2,8,220.0,173.83999999999997,46.16,0.0,46.16
C01,Transitar cerca al sardinel o al borde de la calzada.,Papeleta inf. y educativa peatonal-cicli./cond.VMP,L,2026,2026,3,2,55.0,36.86,18.14,0.0,18.14
C01,Transitar cerca al sardinel o al borde de la calzada.,Papeleta Peatonal,L,2010,2026,1,2,55.0,36.86,18.14,0.0,18.14
C01,Transitar cerca al sardinel o al borde de la calzada.,Papeleta Peatonal,L,2010,2026,2,4,110.0,73.72,36.28,0.0,36.28
C01,Transitar cerca al sardinel o al borde de la calzada.,Papeleta Peatonal,L,2010,2026,3,2,55.0,36.86,18.14,0.0,18.14
C01,Transitar cerca al sardinel o al borde de la calzada.,Papeleta Peatonal,L,2011,2026,1,12,330.0,147.44,182.55999999999995,0.0,182.55999999999995
C01,Transitar cerca al sardinel o al borde de la calzada.,Papeleta Peatonal,L,2011,2026,2,7,192.5,129.01000000000002,63.49,0.0,63.49
C01,Transitar cerca al sardinel o al borde de la calzada.,Papeleta Peatonal,L,2011,2026,3,10,275.0,147.44000000000003,127.55999999999997,0.0,127.55999999999997
C01,Transitar cerca al sardinel o al borde de la calzada.,Papeleta Peatonal,L,2012,2026,1,3,82.5,55.29,27.21,0.0,27.21
C01,Transitar cerca al sardinel o al borde de la calzada.,Papeleta Peatonal,L,2012,2026,2,10,275.0,184.3,90.7,0.0,90.7
C01,Transitar cerca al sardinel o al borde de la calzada.,Papeleta Peatonal,L,2012,2026,3,3,82.5,55.29,27.21,0.0,27.21
C01,Transitar cerca al sardinel o al borde de la calzada.,Papeleta Peatonal,L,2013,2026,2,1,27.5,18.43,9.07,0.0,9.07
C01,Transitar cerca al sardinel o al borde de la calzada.,Papeleta Peatonal,L,2015,2026,1,2,55.0,36.86,18.14,0.0,18.14
C01,Transitar cerca al sardinel o al borde de la calzada.,Papeleta Peatonal,L,2015,2026,2,1,27.5,18.43,9.07,0.0,9.07
C01,Transitar cerca al sardinel o al borde de la calzada.,Papeleta Peatonal,L,2015,2026,3,2,55.0,36.86,18.14,0.0,18.14
C011c,Conducir en estado de ebriedad comprobado con el examen respectivo o por negarse al mismo: De 1.01 grs/lt a más o cuando exista negativa al examen,Papeleta de Tránsito,M,2007,2026,2,1,220.0,0.0,220.0,0.0,220.0
C011c,Conducir en estado de ebriedad comprobado con el examen respectivo o por negarse al mismo: De 1.01 grs/lt a más o cuando exista negativa al examen,Papeleta de Tránsito,M,2007,2026,3,1,220.0,0.0,220.0,0.0,220.0
C011c,Conducir en estado de ebriedad comprobado con el examen respectivo o por negarse al mismo: De 1.01 grs/lt a más o cuando exista negativa al examen,Papeleta de Tránsito,M,2008,2026,1,1,220.0,0.0,220.0,0.0,220.0
C011c,Conducir en estado de ebriedad comprobado con el examen respectivo o por negarse al mismo: De 1.01 grs/lt a más o cuando exista negativa al examen,Papeleta de Tránsito,M,2009,2026,2,1,220.0,0.0,220.0,0.0,220.0
C01a,"Conducir en estado de ebriedad o bajo los efectos de estupefacientes, narcóticos y/o alucinógenos comprobado con el examen respectivo o por negarse al mismo.",Papeleta de Tránsito,M,2005,2026,3,1,220.0,0.0,220.0,0.0,220.0
C01a,"Conducir en estado de ebriedad o bajo los efectos de estupefacientes, narcóticos y/o alucinógenos comprobado con el examen respectivo o por negarse al mismo.",Papeleta de Tránsito,M,2006,2026,3,1,220.0,0.0,220.0,0.0,220.0
C02,Sujetarse de algún elemento externo de la carrocería de un vehículo que está circulando.,Papeleta inf. y educativa peatonal-cicli./cond.VMP,L,2024,2026,2,1,27.5,18.43,9.07,0.0,9.07
C02,Sujetarse de algún elemento externo de la carrocería de un vehículo que está circulando.,Papeleta inf. y educativa peatonal-cicli./cond.VMP,L,2025,2026,1,3,82.5,55.29,27.21,0.0,27.21
C02,Sujetarse de algún elemento externo de la carrocería de un vehículo que está circulando.,Papeleta inf. y educativa peatonal-cicli./cond.VMP,L,2025,2026,2,1,27.5,18.43,9.07,0.0,9.07
C02,Sujetarse de algún elemento externo de la carrocería de un vehículo que está circulando.,Papeleta inf. y educativa peatonal-cicli./cond.VMP,L,2025,2026,3,1,27.5,18.43,9.07,0.0,9.07
C02,Sujetarse de algún elemento externo de la carrocería de un vehículo que está circulando.,Papeleta Peatonal,L,2011,2026,3,1,27.5,0.0,27.5,0.0,27.5
C02,Sujetarse de algún elemento externo de la carrocería de un vehículo que está circulando.,Papeleta Peatonal,L,2012,2026,2,1,27.5,18.43,9.07,0.0,9.07
C02,Sujetarse de algún elemento externo de la carrocería de un vehículo que está circulando.,Papeleta Peatonal,L,2012,2026,3,1,27.5,18.43,9.07,0.0,9.07
C02,Sujetarse de algún elemento externo de la carrocería de un vehículo que está circulando.,Papeleta Peatonal,L,2013,2026,3,1,27.5,18.43,9.07,0.0,9.07
C03,"Subir o bajar el pasajero de los vehículos por el lado izquierdo, salvo que: De acuerdo al Reglamento Nacional de Vehículos, la estructura vehicular no cuente con puerta a la derecha; o se encuentre autorizado por la autoridad competente.",Papeleta inf. y educativa peatonal-cicli./cond.VMP,L,2023,2026,2,1,27.5,18.43,9.07,0.0,9.07
C03,"Subir o bajar el pasajero de los vehículos por el lado izquierdo, salvo que: De acuerdo al Reglamento Nacional de Vehículos, la estructura vehicular no cuente con puerta a la derecha; o se encuentre autorizado por la autoridad competente.",Papeleta inf. y educativa peatonal-cicli./cond.VMP,L,2025,2026,1,2,55.0,36.86,18.14,0.0,18.14
C03,"Subir o bajar el pasajero de los vehículos por el lado izquierdo, salvo que: De acuerdo al Reglamento Nacional de Vehículos, la estructura vehicular no cuente con puerta a la derecha; o se encuentre autorizado por la autoridad competente.",Papeleta inf. y educativa peatonal-cicli./cond.VMP,L,2025,2026,2,4,110.0,73.72,36.28,0.0,36.28
C03,"Subir o bajar el pasajero de los vehículos por el lado izquierdo, salvo que: De acuerdo al Reglamento Nacional de Vehículos, la estructura vehicular no cuente con puerta a la derecha; o se encuentre autorizado por la autoridad competente.",Papeleta inf. y educativa peatonal-cicli./cond.VMP,L,2025,2026,3,2,55.0,36.86,18.14,0.0,18.14
C03,"Subir o bajar el pasajero de los vehículos por el lado izquierdo, salvo que: De acuerdo al Reglamento Nacional de Vehículos, la estructura vehicular no cuente con puerta a la derecha; o se encuentre autorizado por la autoridad competente.",Papeleta Peatonal,L,2012,2026,1,2,55.0,36.86,18.14,0.0,18.14
C03,"Subir o bajar el pasajero de los vehículos por el lado izquierdo, salvo que: De acuerdo al Reglamento Nacional de Vehículos, la estructura vehicular no cuente con puerta a la derecha; o se encuentre autorizado por la autoridad competente.",Papeleta Peatonal,L,2012,2026,2,1,27.5,18.43,9.07,0.0,9.07
C11,Circular en una motocicleta o vehículo similar sin el casco de seguridad y el conductor sin anteojos protectores en caso de no tener parabrisas.,Papeleta de Tránsito,G,2008,2026,1,1,110.0,0.0,110.0,0.0,110.0
C12,"Llevar objetos, impresos, carteles u otros elementos en las lunas del vehículo que obstaculicen la visibilidad del conductor o pasajero.",Papeleta de Tránsito,G,2007,2026,1,2,220.0,0.0,220.0,0.0,220.0
C12,"Llevar objetos, impresos, carteles u otros elementos en las lunas del vehículo que obstaculicen la visibilidad del conductor o pasajero.",Papeleta de Tránsito,G,2008,2026,2,1,110.0,0.0,110.0,0.0,110.0
C13,Transportar personas en la parte exterior de la carrocería o encima de la carga.,Papeleta de Tránsito,M,2009,2026,1,1,220.0,0.0,220.0,0.0,220.0
C14,Conducir vehículos que tengan lunas o vidrios oscurecidos o polarizados sin la autorización correspondiente.,Papeleta de Tránsito,G,2008,2026,1,1,110.0,0.0,110.0,0.0,110.0
C14,Conducir vehículos que tengan lunas o vidrios oscurecidos o polarizados sin la autorización correspondiente.,Papeleta de Tránsito,G,2008,2026,3,1,110.0,0.0,110.0,0.0,110.0
C15,Efectuar maniobras peligrosas,Papeleta de Tránsito,G,2006,2026,3,1,110.0,0.0,110.0,0.0,110.0
C15,Efectuar maniobras peligrosas,Papeleta de Tránsito,G,2008,2026,1,1,110.0,0.0,110.0,0.0,110.0
C15,Efectuar maniobras peligrosas,Papeleta de Tránsito,G,2008,2026,3,1,110.0,0.0,110.0,0.0,110.0
C18,No señalizar el estacionamiento o detención de un vehículo ocasionado por razones de fuerza mayor que obstaculice el tránsito.,Papeleta de Tránsito,G,2004,2026,1,1,109.0,0.0,109.0,0.0,109.0
C19,"Conducir un vehículo haciendo uso de teléfono celular, radio portátil o similar o cualquier otro objeto que impida tener ambas manos en el volante de dirección.",Papeleta de Tránsito,G,2004,2026,3,1,109.0,0.0,109.0,0.0,109.0
C19,"Conducir un vehículo haciendo uso de teléfono celular, radio portátil o similar o cualquier otro objeto que impida tener ambas manos en el volante de dirección.",Papeleta de Tránsito,G,2006,2026,2,1,110.0,0.0,110.0,0.0,110.0
C19,"Conducir un vehículo haciendo uso de teléfono celular, radio portátil o similar o cualquier otro objeto que impida tener ambas manos en el volante de dirección.",Papeleta de Tránsito,G,2007,2026,1,1,110.0,0.0,110.0,0.0,110.0
C21,Conducir un vehículo que carezca de vidrios de seguridad reglamentarios o los tenga deteriorados o trizados.,Papeleta de Tránsito,G,2007,2026,3,1,110.0,0.0,110.0,0.0,110.0
C22,Conducir un vehículo que no cuenta con las luces y dispositivos retrorreflectivos previstos en los reglamentos pertinentes.,Papeleta de Tránsito,G,2004,2026,2,1,109.0,0.0,109.0,0.0,109.0
C22,Conducir un vehículo que no cuenta con las luces y dispositivos retrorreflectivos previstos en los reglamentos pertinentes.,Papeleta de Tránsito,G,2008,2026,1,1,110.0,0.0,110.0,0.0,110.0
C28,"No llevar puesto cinturón de seguridad; permitir que los ocupantes del vehículo no lo utilicen en los casos en que, de acuerdo a las normas vigentes, exista tal obligación, con excepción de los conductores de vehículos del servicio transporte interprovincial de personas; o conducir un vehículo destinado a este servicio sin que tenga instalado el cinturón de seguridad en todos sus asientos.",Papeleta de Tránsito,G,2008,2026,1,3,330.0,0.0,330.0,0.0,330.0
C28,"No llevar puesto cinturón de seguridad; permitir que los ocupantes del vehículo no lo utilicen en los casos en que, de acuerdo a las normas vigentes, exista tal obligación, con excepción de los conductores de vehículos del servicio transporte interprovincial de personas; o conducir un vehículo destinado a este servicio sin que tenga instalado el cinturón de seguridad en todos sus asientos.",Papeleta de Tránsito,G,2008,2026,3,1,110.0,0.0,110.0,0.0,110.0
C28,"No llevar puesto cinturón de seguridad; permitir que los ocupantes del vehículo no lo utilicen en los casos en que, de acuerdo a las normas vigentes, exista tal obligación, con excepción de los conductores de vehículos del servicio transporte interprovincial de personas; o conducir un vehículo destinado a este servicio sin que tenga instalado el cinturón de seguridad en todos sus asientos.",Papeleta de Tránsito,G,2009,2026,3,2,220.0,0.0,220.0,0.0,220.0
C28,No llevar puesto el cinturón de seguridad.,Papeleta de Tránsito,G,2003,2026,1,2,218.0,0.0,218.0,0.0,218.0
C28,No llevar puesto el cinturón de seguridad.,Papeleta de Tránsito,G,2003,2026,2,2,218.0,0.0,218.0,0.0,218.0
C28,No llevar puesto el cinturón de seguridad.,Papeleta de Tránsito,G,2003,2026,3,1,109.0,0.0,109.0,0.0,109.0
C28,No llevar puesto el cinturón de seguridad.,Papeleta de Tránsito,G,2004,2026,1,2,218.0,0.0,218.0,0.0,218.0
C28,No llevar puesto el cinturón de seguridad.,Papeleta de Tránsito,G,2004,2026,2,3,327.0,0.0,327.0,0.0,327.0
C28,No llevar puesto el cinturón de seguridad.,Papeleta de Tránsito,G,2004,2026,3,2,218.0,0.0,218.0,0.0,218.0
C28,No llevar puesto el cinturón de seguridad.,Papeleta de Tránsito,G,2005,2026,1,1,110.0,0.0,110.0,0.0,110.0
C30,Permitir que sobresalga parte del cuerpo de la(s)persona(s) transportada(s).,Papeleta de Tránsito,G,2003,2026,1,1,218.0,0.0,109.0,109.0,218.0
C30,Permitir que sobresalga parte del cuerpo de la(s)persona(s) transportada(s).,Papeleta de Tránsito,G,2003,2026,2,1,109.0,0.0,109.0,0.0,109.0
C32,Usar luces altas en vías urbanas o hacer mal uso de las luces.,Papeleta de Tránsito,G,2005,2026,3,1,110.0,0.0,110.0,0.0,110.0
C33,"Circular en la noche o cuando la luz natural sea insuficiente o cuando las condiciones de visibilidad sean escasas, sin tener encendido el sistema de luces reglamentarias.",Papeleta de Tránsito,M,2008,2026,3,1,220.0,0.0,220.0,0.0,220.0
C46,"Conducir un vehículo del servicio público de transporte urbano de pasajeros con personas de pie, si la altura interior del vehículo no supera a 1,85 metros.",Papeleta de Tránsito,G,2008,2026,2,1,110.0,0.0,110.0,0.0,110.0
C46,"Conducir un vehículo del servicio público de transporte urbano de pasajeros con personas de pie, si la altura interior del vehículo no supera a 1,85 metros.",Papeleta de Tránsito,G,2009,2026,3,1,110.0,0.0,110.0,0.0,110.0
C49,"Compartir el asiento de conducir con otra persona, o animal o cosa que dificulten la conducción.",Papeleta de Tránsito,G,2006,2026,3,1,110.0,0.0,110.0,0.0,110.0
D01,No respetar los límites máximo y mínimo de velocidad establecidos,Papeleta de Tránsito con Evidencia,M,2006,2026,1,2,440.0,110.0,330.0,0.0,330.0
D01,No respetar los límites máximo y mínimo de velocidad establecidos,Papeleta de Tránsito con Evidencia,M,2006,2026,3,1,220.0,110.0,110.0,0.0,110.0
D01,No respetar los límites máximo y mínimo de velocidad establecidos,Papeleta de Tránsito con Evidencia,M,2007,2026,3,1,220.0,110.0,110.0,0.0,110.0
D01,No respetar los límites máximo y mínimo de velocidad establecidos,Papeleta de Tránsito con Evidencia,M,2008,2026,2,2,440.0,220.0,220.0,0.0,220.0
D01,No respetar los límites máximo y mínimo de velocidad establecidos,Papeleta de Tránsito con Evidencia,M,2008,2026,3,2,440.0,220.0,220.0,0.0,220.0
D01,No respetar los límites máximo y mínimo de velocidad establecidos,Papeleta Electrónica,M,2007,2026,1,6,1320.0,440.0,880.0,0.0,880.0
D01,No respetar los límites máximo y mínimo de velocidad establecidos,Papeleta Electrónica,M,2007,2026,2,4,880.0,0.0,880.0,0.0,880.0
D01,No respetar los límites máximo y mínimo de velocidad establecidos,Papeleta Electrónica,M,2007,2026,3,8,1760.0,550.0,1210.0,0.0,1210.0
D02,No reducir la velocidad al aproximarse a una intersección o vía preferencial,Papeleta de Tránsito,G,2005,2026,3,1,110.0,0.0,110.0,0.0,110.0
E02,Estacionar en zonas prohibidas señalizadas,Papeleta de Tránsito,G,2003,2026,1,1,109.0,0.0,109.0,0.0,109.0
E02,Estacionar en zonas prohibidas señalizadas,Papeleta de Tránsito,G,2003,2026,2,1,109.0,0.0,109.0,0.0,109.0
E02,Estacionar en zonas prohibidas señalizadas,Papeleta de Tránsito,G,2003,2026,3,1,109.0,0.0,109.0,0.0,109.0
E02,Estacionar en zonas prohibidas señalizadas,Papeleta de Tránsito,G,2005,2026,3,1,110.0,0.0,110.0,0.0,110.0
E02,Estacionar en zonas prohibidas señalizadas,Papeleta de Tránsito,G,2006,2026,2,1,110.0,0.0,110.0,0.0,110.0
E02,Estacionar en zonas prohibidas señalizadas,Papeleta de Tránsito,G,2007,2026,3,1,110.0,0.0,110.0,0.0,110.0
E02,Estacionar en zonas prohibidas señalizadas,Papeleta Electrónica,G,2009,2026,2,1,110.0,55.0,55.0,0.0,55.0
E02,Estacionar en zonas prohibidas señalizadas,Papeleta Electrónica,G,2009,2026,3,1,110.0,0.0,110.0,0.0,110.0
E06,"Estacionar o detener el vehículo sobre la línea demarcatoria de intersección, dentro de éstas o en el crucero peatonal (paso peatonal)",Papeleta de Tránsito,G,2003,2026,2,1,109.0,0.0,109.0,0.0,109.0
E06,"Estacionar o detener el vehículo sobre la línea demarcatoria de intersección, dentro de éstas o en el crucero peatonal (paso peatonal)",Papeleta de Tránsito,G,2006,2026,3,1,110.0,0.0,110.0,0.0,110.0
E06,"Estacionar o detener el vehículo sobre la línea demarcatoria de intersección, dentro de éstas o en el crucero peatonal (paso peatonal)",Papeleta de Tránsito,G,2007,2026,1,1,110.0,0.0,110.0,0.0,110.0
E08,Estacionar frente a entradas de garajes y de estacionamientos públicos o a la salida de una vía privada.,Papeleta de Tránsito,G,2003,2026,2,1,109.0,0.0,109.0,0.0,109.0
